Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,10/24/2023,38-298,LAL,@,DEN,L (-12),1,29:00:00,10,16,0.625,1,4,0.25,0,1,0,1,7,8,5,1,0,0,1,21,20.3,7
2,2,10/26/2023,38-300,LAL,,PHO,W (+5),1,35:00:00,7,14,0.5,1,5,0.2,6,8,0.75,1,7,8,9,2,2,5,1,21,20.3,22
3,3,10/29/2023,38-303,LAL,@,SAC,L (-5),1,39:05:00,11,19,0.579,3,8,0.375,2,6,0.333,0,15,15,8,0,0,8,2,27,17.8,-5
4,4,10/30/2023,38-304,LAL,,ORL,W (+3),1,32:47:00,7,17,0.412,2,6,0.333,3,4,0.75,0,3,3,4,3,1,5,0,19,11.9,5
5,5,11/1/2023,38-306,LAL,,LAC,W (+5),1,42:29:00,13,19,0.684,4,8,0.5,5,10,0.5,0,12,12,7,1,2,4,3,35,30.6,6
6,6,11/4/2023,38-309,LAL,@,ORL,L (-19),1,35:13:00,8,15,0.533,2,5,0.4,6,7,0.857,1,8,9,5,3,0,3,1,24,22.5,12
7,7,11/6/2023,38-311,LAL,@,MIA,L (-1),1,37:24:00,13,23,0.565,0,4,0,4,4,1,0,4,4,3,1,3,5,4,30,18.9,6
8,8,11/8/2023,38-313,LAL,@,HOU,L (-34),1,27:12:00,7,13,0.538,0,2,0,4,5,0.8,1,5,6,2,0,0,3,1,18,11.5,-24
9,9,11/10/2023,38-315,LAL,@,PHO,W (+3),1,36:23:00,11,17,0.647,3,4,0.75,7,11,0.636,1,10,11,6,1,1,4,1,32,28.1,2
10,,11/12/2023,38-317,LAL,,POR,W (+6),Inactive,,,,,,,,,,,,,,,,,,,,,
11,10,11/14/2023,38-319,LAL,,MEM,W (+27),1,22:39,6,11,0.545,3,6,0.5,1,2,0.5,0,9,9,6,1,0,4,1,16,13.8,15
12,11,11/15/2023,38-320,LAL,,SAC,L (-15),1,35:18:00,9,15,0.6,3,7,0.429,7,8,0.875,2,8,10,12,4,1,6,1,28,31.2,0
13,12,11/17/2023,38-322,LAL,@,POR,W (+12),1,34:32:00,13,22,0.591,5,9,0.556,4,6,0.667,0,5,5,9,2,0,3,3,35,29.6,18
14,13,11/19/2023,38-324,LAL,,HOU,W (+1),1,39:35:00,14,19,0.737,2,5,0.4,7,9,0.778,1,5,6,8,3,0,2,0,37,37.3,2
15,14,11/21/2023,38-326,LAL,,UTA,W (+32),1,24:01:00,6,10,0.6,3,5,0.6,2,2,1,1,6,7,9,0,0,2,0,17,19.2,14
16,15,11/22/2023,38-327,LAL,,DAL,L (-3),1,36:01:00,9,19,0.474,4,9,0.444,4,7,0.571,2,7,9,7,0,0,3,0,26,20.5,7
17,16,11/25/2023,38-330,LAL,@,CLE,W (+6),1,35:35:00,8,23,0.348,1,9,0.111,5,7,0.714,1,5,6,6,2,2,4,1,22,13.7,2
18,17,11/27/2023,38-332,LAL,@,PHI,L (-44),1,29:32:00,8,12,0.667,1,1,1,1,2,0.5,0,0,0,5,1,1,1,0,18,16.6,-30
19,18,11/29/2023,38-334,LAL,@,DET,W (+26),1,28:42:00,9,19,0.474,2,6,0.333,5,5,1,2,6,8,3,0,0,1,0,25,19.6,26
20,19,11/30/2023,38-335,LAL,@,OKC,L (-23),1,35:03:00,7,12,0.583,4,8,0.5,3,4,0.75,2,10,12,6,1,1,5,1,21,19.9,-18
21,20,12/2/2023,38-337,LAL,,HOU,W (+10),1,35:22:00,7,17,0.412,0,4,0,2,5,0.4,0,4,4,7,1,1,5,0,16,8.5,16
22,21,12/5/2023,38-340,LAL,,PHO,W (+3),1,40:10:00,12,25,0.48,2,4,0.5,5,6,0.833,3,5,8,11,5,0,2,3,31,31,12
23,22,12/7/2023,38-342,LAL,,NOP,W (+44),1,22:32,9,12,0.75,4,4,1,8,8,1,0,5,5,8,0,0,0,1,30,31.9,36
24,23,12/12/2023,38-347,LAL,@,DAL,L (-2),1,40:07:00,14,27,0.519,3,8,0.375,2,3,0.667,2,6,8,9,3,1,4,1,33,28.1,-4
25,,12/13/2023,38-348,LAL,@,SAS,W (+3),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
26,24,12/15/2023,38-350,LAL,@,SAS,L (-14),1,35:56:00,7,17,0.412,2,6,0.333,7,10,0.7,2,5,7,14,2,0,2,1,23,25,-28
27,25,12/18/2023,38-353,LAL,,NYK,L (-5),1,39:05:00,10,23,0.435,2,8,0.25,3,4,0.75,1,10,11,11,1,0,2,1,25,22.5,-13
28,26,12/20/2023,38-355,LAL,@,CHI,L (-16),1,36:59:00,10,18,0.556,1,3,0.333,4,4,1,2,8,10,9,1,2,5,0,25,23.9,-11
29,,12/21/2023,38-356,LAL,@,MIN,L (-7),Inactive,,,,,,,,,,,,,,,,,,,,,
30,27,12/23/2023,38-358,LAL,@,OKC,W (+9),1,37:18:00,13,20,0.65,5,5,1,9,9,1,2,5,7,7,2,2,3,0,40,39.4,10
31,28,12/25/2023,38-360,LAL,,BOS,L (-11),1,36:47:00,5,14,0.357,1,2,0.5,5,6,0.833,0,9,9,8,0,0,3,1,16,12.7,-11
32,29,12/28/2023,38-363,LAL,,CHO,W (+21),1,24:43:00,7,13,0.538,2,5,0.4,1,1,1,0,4,4,11,0,0,3,0,17,16.6,1
33,30,12/30/2023,39-000,LAL,@,MIN,L (-2),1,38:46:00,10,21,0.476,1,4,0.25,5,7,0.714,0,3,3,6,3,1,1,2,26,21.5,-5
34,31,12/31/2023,39-001,LAL,@,NOP,L (-20),1,36:41:00,12,24,0.5,3,7,0.429,7,8,0.875,0,5,5,8,0,1,4,2,34,24.6,-11
35,32,1/3/2024,39-004,LAL,,MIA,L (-14),1,38:11:00,6,18,0.333,0,6,0,0,0,,0,6,6,9,0,0,2,2,12,7.1,-20
36,33,1/5/2024,39-006,LAL,,MEM,L (-14),1,38:50:00,11,24,0.458,4,9,0.444,6,10,0.6,2,3,5,7,5,0,4,0,32,26.2,-8
37,34,1/7/2024,39-008,LAL,,LAC,W (+3),1,38:07:00,11,19,0.579,1,3,0.333,2,3,0.667,1,7,8,7,1,0,4,2,25,19.6,5
38,35,1/9/2024,39-010,LAL,,TOR,W (+1),1,35:13:00,8,17,0.471,2,5,0.4,4,6,0.667,0,5,5,12,1,1,3,0,22,21.1,0
39,36,1/11/2024,39-012,LAL,,PHO,L (-18),1,24:16:00,3,11,0.273,0,4,0,4,7,0.571,0,5,5,9,1,0,4,1,10,6.7,-25
40,,1/13/2024,39-014,LAL,@,UTA,L (-7),Inactive,,,,,,,,,,,,,,,,,,,,,
41,37,1/15/2024,39-016,LAL,,OKC,W (+7),1,38:55:00,12,20,0.6,1,2,0.5,0,1,0,0,7,7,6,0,0,5,1,25,16.3,2
42,38,1/17/2024,39-018,LAL,,DAL,W (+17),1,33:02:00,10,19,0.526,3,7,0.429,2,2,1,1,7,8,8,1,0,3,1,25,21.7,20
43,39,1/19/2024,39-020,LAL,,BRK,L (-18),1,33:44:00,9,22,0.409,2,5,0.4,4,5,0.8,5,6,11,5,0,0,4,1,24,16.2,-13
44,40,1/21/2024,39-022,LAL,,POR,W (+24),1,31:00:00,8,16,0.5,3,8,0.375,9,10,0.9,0,5,5,5,0,0,3,2,28,20.8,28
45,,1/23/2024,39-024,LAL,@,LAC,L (-11),Inactive,,,,,,,,,,,,,,,,,,,,,
46,41,1/25/2024,39-026,LAL,,CHI,W (+9),1,35:42:00,10,19,0.526,3,4,0.75,2,2,1,0,4,4,12,2,0,5,2,25,21.5,14
47,42,1/27/2024,39-028,LAL,@,GSW,W (+1),1,47:40:00,14,25,0.56,2,4,0.5,6,6,1,1,19,20,12,0,0,3,2,36,35.1,-6
48,43,1/29/2024,39-030,LAL,@,HOU,L (-16),1,36:47:00,9,15,0.6,2,5,0.4,3,8,0.375,0,6,6,10,1,1,1,4,23,22,-11
49,44,1/30/2024,39-031,LAL,@,ATL,L (-16),1,35:49:00,7,17,0.412,2,6,0.333,4,9,0.444,2,7,9,8,1,1,3,1,20,16.3,-6
50,,2/1/2024,39-033,LAL,@,BOS,W (+9),Inactive,,,,,,,,,,,,,,,,,,,,,
51,45,2/3/2024,39-035,LAL,@,NYK,W (+8),1,40:18:00,10,19,0.526,2,5,0.4,2,2,1,1,4,5,5,2,1,1,1,24,21.4,11
52,46,2/5/2024,39-037,LAL,@,CHO,W (+6),1,39:32:00,12,22,0.545,0,5,0,2,3,0.667,0,4,4,7,1,1,4,2,26,18,2
53,47,2/8/2024,39-040,LAL,,DEN,L (-8),1,35:22:00,9,20,0.45,2,6,0.333,5,5,1,1,8,9,7,1,1,2,0,25,22.3,-6
54,48,2/9/2024,39-041,LAL,,NOP,W (+17),1,37:31:00,6,13,0.462,2,2,1,7,8,0.875,1,3,4,14,1,1,2,2,21,24.2,15
55,49,2/13/2024,39-045,LAL,,DET,W (+14),1,30:42:00,9,15,0.6,3,6,0.5,4,4,1,0,1,1,8,0,0,4,0,25,20,9
56,,2/14/2024,39-046,LAL,@,UTA,W (+16),Inactive,,,,,,,,,,,,,,,,,,,,,
57,,2/22/2024,39-054,LAL,@,GSW,L (-18),Inactive,,,,,,,,,,,,,,,,,,,,,
58,50,2/23/2024,39-055,LAL,,SAS,W (+5),1,34:17:00,13,22,0.591,2,3,0.667,2,2,1,1,6,7,9,1,0,2,0,30,27.6,21
59,51,2/25/2024,39-057,LAL,@,PHO,L (-10),1,36:47:00,12,19,0.632,3,6,0.5,1,4,0.25,1,6,7,12,2,1,3,3,28,27.7,-8
60,52,2/28/2024,39-060,LAL,@,LAC,W (+4),1,37:01:00,13,21,0.619,7,12,0.583,1,1,1,1,5,6,8,0,2,3,2,34,29.9,11
61,53,2/29/2024,39-061,LAL,,WAS,W (+3),1,38:44:00,12,24,0.5,2,5,0.4,5,7,0.714,0,4,4,9,1,1,4,1,31,23,-5
62,54,3/2/2024,39-063,LAL,,DEN,L (-10),1,37:07:00,12,20,0.6,2,5,0.4,0,2,0,0,4,4,9,3,0,3,1,26,23.1,-1
63,55,3/4/2024,39-065,LAL,,OKC,W (+12),1,30:59:00,7,14,0.5,1,3,0.333,4,5,0.8,1,10,11,8,1,0,3,1,19,18.5,14
64,56,3/6/2024,39-067,LAL,,SAC,L (-10),1,36:08:00,10,16,0.625,1,4,0.25,10,10,1,0,5,5,13,1,0,3,0,31,32.4,-3
65,,3/8/2024,39-069,LAL,,MIL,W (+1),Inactive,,,,,,,,,,,,,,,,,,,,,
66,57,3/10/2024,39-071,LAL,,MIN,W (+11),1,37:51:00,10,16,0.625,2,4,0.5,7,9,0.778,0,8,8,9,0,0,4,1,29,25.3,14
67,58,3/13/2024,39-074,LAL,@,SAC,L (-13),1,40:07:00,6,16,0.375,2,8,0.25,4,6,0.667,1,12,13,9,2,0,5,3,18,14.8,-10
68,59,3/16/2024,39-077,LAL,,GSW,L (-7),1,37:42:00,15,23,0.652,3,5,0.6,7,8,0.875,3,5,8,9,1,1,4,1,40,36.7,-6
69,60,3/18/2024,39-079,LAL,,ATL,W (+31),1,28:39:00,10,14,0.714,2,5,0.4,3,3,1,0,7,7,10,0,0,2,0,25,26.3,20
70,61,3/22/2024,39-083,LAL,,PHI,W (+7),1,37:52:00,7,15,0.467,1,3,0.333,5,7,0.714,0,8,8,6,0,1,8,1,20,10.4,7
71,62,3/24/2024,39-085,LAL,,IND,W (+5),1,38:08:00,8,19,0.421,2,4,0.5,8,8,1,1,4,5,10,1,1,3,1,26,23.1,12
72,,3/26/2024,39-087,LAL,@,MIL,W (+4),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
73,63,3/27/2024,39-088,LAL,@,MEM,W (+12),1,34:45:00,8,14,0.571,0,1,0,7,11,0.636,0,14,14,12,1,0,4,1,23,24,33
74,64,3/29/2024,39-090,LAL,@,IND,L (-19),1,34:41:00,6,12,0.5,0,3,0,4,4,1,1,9,10,8,0,0,5,1,16,13.6,-13
75,65,3/31/2024,39-092,LAL,@,BRK,W (+12),1,37:12:00,13,17,0.765,9,10,0.9,5,6,0.833,1,6,7,5,0,0,4,0,40,34.9,22
76,66,4/2/2024,39-094,LAL,@,TOR,W (+17),1,28:47:00,10,12,0.833,1,1,1,2,5,0.4,0,4,4,9,0,0,1,0,23,23.9,13
77,67,4/3/2024,39-095,LAL,@,WAS,W (+5),1,36:11:00,9,18,0.5,0,1,0,7,9,0.778,2,5,7,9,3,0,4,2,25,22.6,9
78,68,4/6/2024,39-098,LAL,,CLE,W (+19),1,35:54:00,10,18,0.556,1,5,0.2,3,5,0.6,0,5,5,12,1,1,5,1,24,20.8,10
79,,4/7/2024,39-099,LAL,,MIN,L (-10),Inactive,,,,,,,,,,,,,,,,,,,,,
80,69,4/9/2024,39-101,LAL,,GSW,L (-14),1,35:32:00,14,22,0.636,1,3,0.333,4,5,0.8,1,6,7,11,2,0,4,0,33,31,-6
81,70,4/12/2024,39-104,LAL,@,MEM,W (+3),1,40:54:00,13,20,0.65,3,7,0.429,8,11,0.727,2,7,9,5,2,0,8,1,37,27.6,-3
82,71,4/14/2024,39-106,LAL,@,NOP,W (+16),1,37:41:00,11,20,0.55,0,2,0,6,6,1,2,9,11,17,5,1,4,0,28,36.1,19
83,1,10/18/2022,37-292,LAL,@,GSW,L (-14),1,35:12:00,12,26,0.462,3,10,0.3,4,4,1,5,10,15,8,0,0,5,2,31,23.9,-10
84,2,10/20/2022,37-294,LAL,,LAC,L (-6),1,36:40:00,7,17,0.412,2,8,0.25,4,6,0.667,2,8,10,6,1,2,2,3,20,17.3,-1
85,3,10/23/2022,37-297,LAL,,POR,L (-2),1,37:43:00,12,22,0.545,2,9,0.222,5,7,0.714,1,7,8,8,2,2,4,3,31,26.2,2
86,4,10/26/2022,37-300,LAL,@,DEN,L (-11),1,35:18:00,8,21,0.381,2,8,0.25,1,2,0.5,2,5,7,9,1,0,8,1,19,8.9,-7
87,5,10/28/2022,37-302,LAL,@,MIN,L (-9),1,37:27:00,10,24,0.417,1,6,0.167,7,8,0.875,3,4,7,5,4,0,3,2,28,21.8,-13
88,6,10/30/2022,37-304,LAL,,DEN,W (+11),1,34:42:00,10,22,0.455,2,5,0.4,4,5,0.8,0,6,6,8,1,0,3,1,26,19.2,-1
89,7,11/2/2022,37-307,LAL,,NOP,W (+3),1,39:43:00,9,23,0.391,0,7,0,2,4,0.5,0,10,10,8,0,2,2,3,20,13.5,5
90,8,11/4/2022,37-309,LAL,,UTA,L (-14),1,34:09:00,7,19,0.368,0,5,0,3,5,0.6,2,8,10,8,0,1,3,3,17,11.6,-11
91,9,11/6/2022,37-311,LAL,,CLE,L (-14),1,33:49:00,13,23,0.565,1,4,0.25,0,3,0,2,5,7,4,0,0,1,0,27,19.6,-8
92,,11/7/2022,37-312,LAL,@,UTA,L (-23),Inactive,,,,,,,,,,,,,,,,,,,,,
93,10,11/9/2022,37-314,LAL,@,LAC,L (-13),1,32:21:00,12,22,0.545,4,9,0.444,2,4,0.5,1,7,8,5,2,0,3,2,30,23.1,-17
94,,11/11/2022,37-316,LAL,,SAC,L (-6),Inactive,,,,,,,,,,,,,,,,,,,,,
95,,11/13/2022,37-318,LAL,,BRK,W (+13),Inactive,,,,,,,,,,,,,,,,,,,,,
96,,11/18/2022,37-323,LAL,,DET,W (+7),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
97,,11/20/2022,37-325,LAL,,SAS,W (+31),Inactive,,,,,,,,,,,,,,,,,,,,,
98,,11/22/2022,37-327,LAL,@,PHO,L (-10),Inactive,,,,,,,,,,,,,,,,,,,,,
99,11,11/25/2022,37-330,LAL,@,SAS,W (+11),1,33:15:00,8,17,0.471,1,4,0.25,4,4,1,0,8,8,5,3,1,9,2,21,12.1,16
100,12,11/26/2022,37-331,LAL,@,SAS,W (+5),1,35:28:00,11,21,0.524,7,12,0.583,10,10,1,0,11,11,3,1,1,4,3,39,30.6,-3
101,13,11/28/2022,37-333,LAL,,IND,L (-1),1,36:10:00,8,22,0.364,3,10,0.3,2,3,0.667,1,6,7,3,1,0,1,1,21,12.6,-7
102,14,11/30/2022,37-335,LAL,,POR,W (+19),1,32:30:00,12,18,0.667,6,8,0.75,1,3,0.333,2,5,7,8,0,1,2,1,31,29.2,8
103,15,12/2/2022,37-337,LAL,@,MIL,W (+4),1,37:11:00,12,27,0.444,3,6,0.5,1,2,0.5,1,7,8,11,2,0,0,2,28,25.2,6
104,16,12/4/2022,37-339,LAL,@,WAS,W (+11),1,34:26:00,12,26,0.462,2,7,0.286,3,4,0.75,1,7,8,6,1,0,5,3,29,17,13
105,17,12/6/2022,37-341,LAL,@,CLE,L (-14),1,35:37:00,8,17,0.471,2,6,0.333,3,4,0.75,4,13,17,4,1,1,3,0,21,20.1,-14
106,,12/7/2022,37-342,LAL,@,TOR,L (-13),Inactive,,,,,,,,,,,,,,,,,,,,,
107,18,12/9/2022,37-344,LAL,@,PHI,L (-11),1,43:50:00,9,22,0.409,1,8,0.125,4,8,0.5,1,3,4,6,2,0,3,3,23,13.2,-10
108,19,12/11/2022,37-346,LAL,@,DET,W (+7),1,36:52:00,14,24,0.583,2,6,0.333,5,5,1,1,4,5,5,1,0,1,1,35,28.8,18
109,20,12/13/2022,37-348,LAL,,BOS,L (-4),1,42:47:00,14,25,0.56,3,11,0.273,2,4,0.5,0,9,9,9,2,1,4,4,33,26.4,10
110,21,12/16/2022,37-351,LAL,,DEN,W (+18),1,35:56:00,13,21,0.619,1,4,0.25,3,4,0.75,1,8,9,4,2,0,2,2,30,25.2,26
111,22,12/18/2022,37-353,LAL,,WAS,W (+2),1,36:33:00,13,24,0.542,1,4,0.25,6,8,0.75,1,6,7,9,0,1,0,0,33,30.1,10
112,,12/19/2022,37-354,LAL,@,PHO,L (-26),Inactive,,,,,,,,,,,,,,,,,,,,,
113,23,12/21/2022,37-356,LAL,@,SAC,L (-14),1,34:00:00,11,21,0.524,0,4,0,9,10,0.9,0,6,6,11,0,2,2,0,31,29.2,-4
114,24,12/23/2022,37-358,LAL,,CHO,L (-4),1,33:56:00,15,23,0.652,4,8,0.5,0,2,0,0,2,2,8,1,0,3,2,34,26.5,-6
115,25,12/25/2022,37-360,LAL,@,DAL,L (-9),1,34:20:00,13,23,0.565,0,4,0,12,12,1,0,6,6,5,0,0,2,2,38,29.6,2
116,26,12/27/2022,37-362,LAL,@,ORL,W (+19),1,31:10:00,12,24,0.5,0,7,0,4,5,0.8,2,5,7,5,1,1,4,1,28,19.3,8
117,27,12/28/2022,37-363,LAL,@,MIA,L (-14),1,33:30:00,10,18,0.556,2,5,0.4,5,5,1,0,9,9,6,0,0,6,4,27,17.7,-4
118,28,12/30/2022,38-000,LAL,@,ATL,W (+9),1,39:39:00,18,27,0.667,4,6,0.667,7,9,0.778,2,8,10,9,0,1,5,0,47,40.3,12
119,29,1/2/2023,38-003,LAL,@,CHO,W (+6),1,39:33:00,16,26,0.615,0,5,0,11,15,0.733,0,11,11,6,1,0,3,1,43,34.7,9
120,,1/4/2023,38-005,LAL,,MIA,W (+3),Inactive,,,,,,,,,,,,,,,,,,,,,
121,30,1/6/2023,38-007,LAL,,ATL,W (+16),1,32:47:00,10,19,0.526,1,5,0.2,4,6,0.667,0,7,7,10,0,0,5,0,25,19,12
122,31,1/7/2023,38-008,LAL,@,SAC,W (+2),1,37:43:00,14,28,0.5,1,6,0.167,8,9,0.889,1,7,8,7,1,0,4,2,37,26.5,15
123,,1/9/2023,38-010,LAL,@,DEN,L (-13),Inactive,,,,,,,,,,,,,,,,,,,,,
124,32,1/12/2023,38-013,LAL,,DAL,L (-4),1,46:45:00,9,28,0.321,0,7,0,6,10,0.6,6,10,16,9,2,0,3,0,24,18.9,-3
125,33,1/15/2023,38-016,LAL,,PHI,L (-1),1,35:18:00,15,23,0.652,1,5,0.2,4,5,0.8,0,8,8,10,1,1,3,1,35,32.2,19
126,34,1/16/2023,38-017,LAL,,HOU,W (+8),1,35:51:00,16,26,0.615,5,10,0.5,11,12,0.917,1,7,8,9,0,0,0,1,48,44.5,19
127,35,1/18/2023,38-019,LAL,,SAC,L (-5),1,36:30:00,11,25,0.44,2,9,0.222,8,9,0.889,0,8,8,9,1,1,1,0,32,27.9,-16
128,36,1/20/2023,38-021,LAL,,MEM,W (+1),1,36:32:00,8,21,0.381,1,5,0.2,6,7,0.857,2,7,9,6,2,2,3,4,23,17.6,9
129,37,1/22/2023,38-023,LAL,@,POR,W (+9),1,35:56:00,14,24,0.583,2,7,0.286,7,10,0.7,0,11,11,4,0,2,4,2,37,27.3,17
130,38,1/24/2023,38-025,LAL,,LAC,L (-18),1,32:35:00,16,29,0.552,9,14,0.643,5,5,1,1,7,8,7,2,1,0,0,46,42.5,-14
131,39,1/25/2023,38-026,LAL,,SAS,W (+9),1,35:19:00,8,20,0.4,1,6,0.167,3,4,0.75,1,8,9,11,0,0,6,0,20,13.6,2
132,40,1/28/2023,38-029,LAL,@,BOS,L (-4),1,44:13:00,15,30,0.5,6,12,0.5,5,6,0.833,1,8,9,8,0,0,2,2,41,31.5,1
133,,1/30/2023,38-031,LAL,@,BRK,L (-17),Inactive,,,,,,,,,,,,,,,,,,,,,
134,41,1/31/2023,38-032,LAL,@,NYK,W (+6),1,42:56:00,11,25,0.44,2,8,0.25,4,7,0.571,1,9,10,11,1,0,5,2,28,20,22
135,42,2/2/2023,38-034,LAL,@,IND,W (+1),1,32:58:00,11,19,0.579,2,5,0.4,2,2,1,2,5,7,7,0,0,3,1,26,21.5,-4
136,43,2/4/2023,38-036,LAL,@,NOP,L (-5),1,39:37:00,10,22,0.455,1,7,0.143,6,9,0.667,0,9,9,6,0,0,2,2,27,18.5,-5
137,44,2/7/2023,38-039,LAL,,OKC,L (-3),1,33:57:00,13,20,0.65,4,6,0.667,8,10,0.8,0,7,7,3,3,0,4,3,38,30.4,8
138,,2/9/2023,38-041,LAL,,MIL,L (-9),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
139,,2/11/2023,38-043,LAL,@,GSW,W (+6),Inactive,,,,,,,,,,,,,,,,,,,,,
140,,2/13/2023,38-045,LAL,@,POR,L (-12),Inactive,,,,,,,,,,,,,,,,,,,,,
141,45,2/15/2023,38-047,LAL,,NOP,W (+18),1,29:13:00,7,14,0.5,0,5,0,7,10,0.7,0,6,6,6,0,1,4,1,21,15.1,14
142,46,2/23/2023,38-055,LAL,,GSW,W (+13),1,26:19:00,5,20,0.25,2,6,0.333,1,2,0.5,3,6,9,8,0,0,2,2,13,7.3,22
143,47,2/26/2023,38-058,LAL,@,DAL,W (+3),1,36:51:00,10,23,0.435,1,6,0.167,5,7,0.714,3,5,8,3,1,1,3,4,26,15.9,0
144,,2/28/2023,38-060,LAL,@,MEM,L (-12),Inactive,,,,,,,,,,,,,,,,,,,,,
145,,3/1/2023,38-061,LAL,@,OKC,W (+6),Inactive,,,,,,,,,,,,,,,,,,,,,
146,,3/3/2023,38-063,LAL,,MIN,L (-8),Inactive,,,,,,,,,,,,,,,,,,,,,
147,,3/5/2023,38-065,LAL,,GSW,W (+8),Inactive,,,,,,,,,,,,,,,,,,,,,
148,,3/7/2023,38-067,LAL,,MEM,W (+9),Inactive,,,,,,,,,,,,,,,,,,,,,
149,,3/10/2023,38-070,LAL,,TOR,W (+10),Inactive,,,,,,,,,,,,,,,,,,,,,
150,,3/12/2023,38-072,LAL,,NYK,L (-4),Inactive,,,,,,,,,,,,,,,,,,,,,
151,,3/14/2023,38-074,LAL,@,NOP,W (+15),Inactive,,,,,,,,,,,,,,,,,,,,,
152,,3/15/2023,38-075,LAL,@,HOU,L (-4),Inactive,,,,,,,,,,,,,,,,,,,,,
153,,3/17/2023,38-077,LAL,,DAL,L (-1),Inactive,,,,,,,,,,,,,,,,,,,,,
154,,3/19/2023,38-079,LAL,,ORL,W (+6),Inactive,,,,,,,,,,,,,,,,,,,,,
155,,3/22/2023,38-082,LAL,,PHO,W (+11),Inactive,,,,,,,,,,,,,,,,,,,,,
156,,3/24/2023,38-084,LAL,,OKC,W (+5),Inactive,,,,,,,,,,,,,,,,,,,,,
157,48,3/26/2023,38-086,LAL,,CHI,L (-10),0,29:32:00,6,11,0.545,0,2,0,7,8,0.875,1,7,8,3,0,0,5,2,19,12.4,4
158,49,3/29/2023,38-089,LAL,@,CHI,W (+11),1,31:16:00,10,19,0.526,1,3,0.333,4,4,1,3,5,8,4,2,0,4,2,25,19.3,23
159,50,3/31/2023,38-091,LAL,@,MIN,W (+12),1,32:29:00,7,19,0.368,1,3,0.333,3,4,0.75,1,9,10,6,1,2,3,1,18,13.7,
160,51,4/2/2023,38-093,LAL,@,HOU,W (+25),1,29:21:00,8,18,0.444,1,7,0.143,1,1,1,2,8,10,11,0,1,1,1,18,19.4,23
161,52,4/4/2023,38-095,LAL,@,UTA,W (+2),1,38:28:00,14,27,0.519,3,10,0.3,6,6,1,0,5,5,6,1,1,5,2,37,25.3,-7
162,53,4/5/2023,38-096,LAL,@,LAC,L (-7),1,35:06:00,13,20,0.65,4,6,0.667,3,5,0.6,0,8,8,7,1,1,6,0,33,26.4,-10
163,54,4/7/2023,38-098,LAL,,PHO,W (+14),1,29:21:00,6,19,0.316,3,7,0.429,1,2,0.5,0,6,6,6,0,0,5,1,16,5.3,11
164,55,4/9/2023,38-100,LAL,,UTA,W (+11),1,33:13:00,13,25,0.52,8,14,0.571,2,2,1,1,5,6,6,1,1,2,0,36,29.8,20
165,1,10/19/2021,36-293,LAL,,GSW,L (-7),1,36:44:00,13,23,0.565,5,11,0.455,3,6,0.5,1,10,11,5,1,1,4,5,34,24.8,-2
166,2,10/22/2021,36-296,LAL,,PHO,L (-10),1,36:32:00,8,18,0.444,5,9,0.556,4,4,1,0,2,2,5,2,0,5,4,25,15.1,-6
167,3,10/24/2021,36-298,LAL,,MEM,W (+3),1,40:18:00,7,19,0.368,4,9,0.444,1,2,0.5,0,6,6,6,2,2,3,1,19,14.1,-1
168,,10/26/2021,36-300,LAL,@,SAS,W (+4),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
169,,10/27/2021,36-301,LAL,@,OKC,L (-8),Did Not Dress,,,,,,,,,,,,,,,,,,,,,
170,4,10/29/2021,36-303,LAL,,CLE,W (+12),1,37:57:00,10,22,0.455,1,10,0.1,5,5,1,1,2,3,8,3,1,7,1,26,17.8,9
171,5,10/31/2021,36-305,LAL,,HOU,W (+10),1,34:32:00,6,19,0.316,0,6,0,3,4,0.75,1,6,7,8,4,1,2,0,15,14.5,7
172,6,11/2/2021,36-307,LAL,,HOU,W (+2),1,36:16:00,13,21,0.619,2,4,0.5,2,2,1,0,4,4,10,2,0,4,3,30,25.5,8
173,,11/4/2021,36-309,LAL,,OKC,L (-3),Inactive,,,,,,,,,,,,,,,,,,,,,
174,,11/6/2021,36-311,LAL,@,POR,L (-15),Inactive,,,,,,,,,,,,,,,,,,,,,
175,,11/8/2021,36-313,LAL,,CHO,W (+3),Inactive,,,,,,,,,,,,,,,,,,,,,
176,,11/10/2021,36-315,LAL,,MIA,W (+3),Inactive,,,,,,,,,,,,,,,,,,,,,
177,,11/12/2021,36-317,LAL,,MIN,L (-24),Inactive,,,,,,,,,,,,,,,,,,,,,
178,,11/14/2021,36-319,LAL,,SAS,W (+8),Inactive,,,,,,,,,,,,,,,,,,,,,
179,,11/15/2021,36-320,LAL,,CHI,L (-18),Inactive,,,,,,,,,,,,,,,,,,,,,
180,,11/17/2021,36-322,LAL,@,MIL,L (-7),Inactive,,,,,,,,,,,,,,,,,,,,,
181,7,11/19/2021,36-324,LAL,@,BOS,L (-22),1,32:04:00,10,16,0.625,3,7,0.429,0,1,0,1,5,6,2,2,0,3,3,23,16.8,-4
